case_id,variant_id,level,agent_name,agent_variant,run_id,claim_id,claim_type,agent_claim,labeler2_judgment,labeler2_error_type,labeler2_severity,labeler2_explanation,annotator_id,notes
C001,level3,level3,openclaw,benchmark_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated_CL004,Pattern-of-evidence (not point-identified),Some giving under standard solicitation is pressure-driven,partially_supported,Overclaim,major,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C001,level3,level3,openclaw,benchmark_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated_CL005,Correlational pattern,Contribution size is informative about pressure vs. genuine willingness,partially_supported,Overclaim,major,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C001,level3,level3,openclaw,benchmark_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated_CL007,Diagnostic (failure to reject null of no spillover),Spillover effects are absent or small,partially_supported,Overclaim,minor,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260528_173940_01_openclaw_deepseekv4pro_isolated,RUN_20260528_173940_01_openclaw_deepseekv4pro_isolated_CL005,Descriptive with mechanistic interpretation,The contribution amount distribution differs across pre-contact states in ways suggestive of different mechanisms (altruism vs. pressure),partially_supported,Overclaim,major,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260528_173940_01_openclaw_deepseekv4pro_isolated,RUN_20260528_173940_01_openclaw_deepseekv4pro_isolated_CL008,Causal,Pre-contact state choice causally affects giving,contradicted,Contradiction,critical,Second-pass review agrees that the claim conflicts with an explicit case constraint or variant change.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL001,**Descriptive**,"Contribution rates differ systematically across the four groups defined by pre-contact choice × contact status, conditional on route, neighborhood, timing, and solicitor",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL002,**Descriptive**,The gap in contribution rates between opt-in contacted (G₁) and opt-out contacted (G₃) is positive and statistically significant,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL003,**Descriptive**,Households that signal avoidance and are nonetheless contacted (G₃) contribute at a lower rate than households that sought advance notice and are contacted (G₁),supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL004,**Descriptive / Interpretive**,The small-contribution share is higher among opt-out contacted (G₃) than among opt-in contacted (G₁),supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL007,**Methodological**,Solicitor identity and visit timing cannot serve as valid instruments for contact,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_163414_01_openclaw_deepseekv4pro_researchagentv1_CL008,**Methodological / Recommendation**,The descriptive stratification is the strongest defensible analysis given the perturbation; causal claims must be downgraded,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search_CL001,Descriptive/associational,"Households that opt in for advance notice differ from those that signal avoidance in their observed giving rates, contact rates, and contribution-size distributions.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search_CL002,Descriptive/bounding,The difference in giving rates between pre-contact groups is bounded within an interval that can be derived under minimal assumptions (outcome is bounded; no assumption about selection).,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search_CL003,Descriptive/bounding with untestable assumption,"Under the assumption that advance notice does not reduce giving for any household, the bounds on the ATE narrow to an interval with an informative lower bound.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search_CL004,Descriptive/sensitivity,The observed difference in giving between pre-contact groups is robust to selection on unobservables up to sensitivity parameter Γ.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search_CL006,Methodological calibration,No credible causal decomposition of giving into pressure and altruism mechanisms is possible under the perturbed packet conditions.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_141101_01_openclaw_deepseekv4pro_researchagentv2search_CL007,Methodological calibration,"Matching on observable route, neighborhood, timing, and solicitor characteristics cannot recover causal effects because the core confound (willingness to engage) is unobserved and not proxied by these variables.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL001,Methodological,Point identification of the causal effect of pre-contact notice on giving is not possible from packet data,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL002,Methodological,Manski no-assumption bounds on the treatment effect of notice on giving are always valid,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL003,Methodological,"Lee trimming bounds are valid only under monotonicity, which is untestable from packet data and plausibly violated",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL004,Methodological / empirical prediction,"The available observables (route, building, timing, solicitor) are too coarse to produce informative Oster bounds",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL005,Methodological,Route/timing/solicitor variation does not provide a valid instrument for contact or notice receipt,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL006,Methodological,Neighbor communication and solicitor adaptation create SUTVA violations that bias comparisons between pre-contact conditions,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C001,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260601_235821_01_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL007,Methodological / design,The descriptive decomposition (associational patterns by pre-contact choice) is the credible empirical fallback when all bound layers are uninformative,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,level1,level1,openclaw,benchmark_isolated,RUN_20260529_112654_02_openclaw_deepseekv4pro_isolated,RUN_20260529_112654_02_openclaw_deepseekv4pro_isolated_CL004,Causal (mechanism decomposition),Selection and incentive channels are separable,unsupported,Unsupported Claim,major,Second-pass review agrees that the packet and gold reference do not provide enough support for the claim.,codex_second_pass,task21 second-pass stratified sample
C002,level1,level1,openclaw,benchmark_isolated,RUN_20260529_112654_02_openclaw_deepseekv4pro_isolated,RUN_20260529_112654_02_openclaw_deepseekv4pro_isolated_CL005,Causal (heterogeneity),The incentive effect varies by the selected borrower pool,unsupported,Unsupported Claim,major,Second-pass review agrees that the packet and gold reference do not provide enough support for the claim.,codex_second_pass,task21 second-pass stratified sample
C002,level1,level1,openclaw,benchmark_isolated,RUN_20260529_112654_02_openclaw_deepseekv4pro_isolated,RUN_20260529_112654_02_openclaw_deepseekv4pro_isolated_CL006,Causal (heterogeneous selection),Borrowers with worse observables are more rate-sensitive in take-up,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,level1,level1,openclaw,benchmark_isolated,RUN_20260529_112654_02_openclaw_deepseekv4pro_isolated,RUN_20260529_112654_02_openclaw_deepseekv4pro_isolated_CL008,Causal,The repayment gap between high-rate and low-rate borrowers is not purely selection,partially_supported,Overclaim,major,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL004,Causal (mechanism),Selection and incentive effects are additive (do not interact).,partially_supported,Overclaim,major,"The staged design motivates testing interactions between selection and incentives, but the packet does not warrant a clean additivity claim.",codex_second_pass,task21 second-pass stratified sample
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL005,Causal (M4),Future-credit access incentives causally affect current repayment.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL008,Descriptive / diagnostic,The lender's internal risk score is a valid proxy for repayment propensity.,partially_supported,Overclaim,minor,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL002,Causal (compositional),Pre-borrowing offer terms sort borrowers on observable risk characteristics,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL006,Descriptive decomposition,The selection channel accounts for X% of the total repayment difference across offer arms,partially_supported,Overclaim,major,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL006,Causal (if both randomizations hold),Selection and incentive channels are separable,contradicted,Contradiction,critical,Second-pass review agrees that the claim conflicts with an explicit case constraint or variant change.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL001,Design-assessment,The perturbation breaks the IV exclusion restriction by creating a selection-composition channel from initial offers to repayment through expected final terms,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL002,Design-assessment,The perturbation breaks RD continuity by enabling anticipation-driven sorting around any discontinuity in the known rule,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL003,Causal (conditional),Within-borrower fixed effects eliminate time-invariant selection confounding,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL004,Causal (conditional),Within-borrower variation in realized terms is as-good-as-random conditional on FE and observed rule inputs,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL006,Causal (conditional),The incentive effect estimated on repeat borrowers generalizes to the broader borrower population,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL008,Design-assessment,"Under the perturbation, no single design can credibly separate selection from incentive effects",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL001,Descriptive correlation,Repayment outcomes differ across initial offer-rate groups.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL002,Identification limitation,"The offer rate–repayment association reflects the combined effect of selection, incentives, and anticipation, without the ability to decompose these channels.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL003,Descriptive correlation,"Take-up rates decrease as the initial offer rate increases, consistent with price-sensitive selection.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL004,Identification limitation,The correlation between realized contract rates and repayment outcomes is not a causal estimate of incentive effects.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL006,Caveat/fragility,"If offer terms are not randomized, even the reduced-form total-effect comparison is confounded by lender risk-based pricing.",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL007,Fallback recommendation,The reduced-form total-effect comparison is the only internally valid analysis available under the packet's constraints.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL001,Causal (narrow estimand),Initial offer terms causally affect take-up probability,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL002,Interpretive (what the ITT means),"Under the perturbation, the ITT of initial offers on take-up is a compound of selection on initial terms and selection on expected final terms, not a pure selection-only effect",supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL003,Negative (what cannot be done),No credible causal design separates borrower selection from post-borrowing incentives under the perturbation,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL004,Descriptive (non-causal),The parametric decomposition allocates the repayment gap into composition and residual components differently under different parametric assumptions,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL006,Diagnostic (cautionary),Information spillover in offer sharing may violate SUTVA for individual-level take-up estimates,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C002,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_001301_02_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL007,Structural (about nature of perturbation),The perturbation structurally rather than marginally undermines causal identification,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113015_03_openclaw_deepseekv4pro_isolated,RUN_20260529_113015_03_openclaw_deepseekv4pro_isolated_CL001,"**Causal** (under randomization, Scenario A) or **Causal-with-assumptions** (under DiD, Scenario B)",Paid search availability increases aggregate purchases in treated markets relative to control markets.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113015_03_openclaw_deepseekv4pro_isolated,RUN_20260529_113015_03_openclaw_deepseekv4pro_isolated_CL002,**Causal interpretation of a mechanism test** (channel decomposition is identified under same assumptions as primary DiD),The aggregate purchase increase reflects incremental demand rather than interception.,supported,none,,Second-pass review agrees that the claim is stated at a defensible strength relative to the packet and gold reference.,codex_second_pass,task21 second-pass stratified sample
C004,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113015_03_openclaw_deepseekv4pro_isolated,RUN_20260529_113015_03_openclaw_deepseekv4pro_isolated_CL004,**Interpretive / mechanism inference** (consistent with but not proven by the data pattern),Ads create informational discovery — new users learn about the firm through paid search and subsequently purchase.,partially_supported,Overclaim,major,"Second-pass review agrees that a weaker version is supportable, but the current wording is still somewhat too strong.",codex_second_pass,task21 second-pass stratified sample
