case_id,variant_id,level,agent_name,agent_variant,run_id,claim_id,claim_type,agent_claim,cited_evidence,confidence,what_would_falsify_this_claim,raw_output_file,human_judgment,error_type,severity,explanation,annotator_id,notes
C001,level3,level3,openclaw,benchmark_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated_CL002,Causal (point-identified under random assignment),Solicitation-process conditions causally affect unconditional giving,"ITT estimate of treatment assignment on giving, with cluster-robust inference",High,Same as above; or evidence of spillover that contaminates the control condition,outputs/raw_agent_logs/main/C001_level3_openclaw_RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C001,level3,level3,openclaw,benchmark_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated_CL003,Causal (ITT) for contact-rate differences; mechanism inference for sorting vs. scheduling,"Advance notice enables sorting/avoidance, not just scheduling","Contact rate is lower under advance-notice arms (B, C) than under no-notice arm (A), and lower in C than in B (revealed preference for avoidance via opt-out)",Medium-High for existence of avoidance; Medium for scheduling vs. avoidance distinction,"Contact rate does not differ across arms → no evidence of sorting; contact rate differs between A and B but not B and C → consistent with scheduling-only, not active avoidance",outputs/raw_agent_logs/main/C001_level3_openclaw_RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,major,"The design can compare scheduling and avoidance patterns, but the packet does not support ruling out scheduling and concluding the contrast is avoidance rather than a mixture of channels.",codex_first_pass,task20 first-pass
C001,level3,level3,openclaw,benchmark_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated_CL004,Pattern-of-evidence (not point-identified),Some giving under standard solicitation is pressure-driven,Unconditional giving falls from B to C by more than can be explained by the contact-rate change alone; small contributions disproportionately affected; opt-out households had positive giving under B,Medium,Conditional giving distribution is unchanged across B and C; all giving reduction is explained by contact-rate change; opt-out households were zero-givers under B,outputs/raw_agent_logs/main/C001_level3_openclaw_RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,major,"Pressure-driven giving is a plausible interpretation of the pattern, but the gold reference treats it as a bounded or suggestive mechanism claim rather than a cleanly identified conclusion.",codex_first_pass,task20 first-pass
C001,level3,level3,openclaw,benchmark_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated_CL005,Correlational pattern,Contribution size is informative about pressure vs. genuine willingness,Small contributions differentially disappear in low-pressure arm (C); large contributions are stable across arms,Low-Medium,Contribution-size distribution shifts uniformly across arms; or small contributions are stable while large contributions change (opposite pattern),outputs/raw_agent_logs/main/C001_level3_openclaw_RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,major,"Contribution-size shifts can inform mechanism discussion, but they do not by themselves separate pressure from compositional selection.",codex_first_pass,task20 first-pass
C001,level3,level3,openclaw,benchmark_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated_CL006,Descriptive / diagnostic,Contact selection is non-ignorable,Observable characteristics of contacted households differ across arms; bounds on conditional-giving effects differ from naive conditional estimates,High,No observable differences in contacted-household composition across arms; Lee bounds are trivially tight (but this does not prove ignorability),outputs/raw_agent_logs/main/C001_level3_openclaw_RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated.md,supported,none,,"The packet and gold reference explicitly require this diagnostic or robustness check as part of a credible design, so the claim is warranted as a planned evaluative component.",codex_first_pass,task20 first-pass
C001,level3,level3,openclaw,benchmark_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated,RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated_CL007,Diagnostic (failure to reject null of no spillover),Spillover effects are absent or small,No correlation between household outcomes and neighbors' treatment assignment; results robust to route-level clustering,Medium (limited power for spillover detection),Significant correlation between own outcomes and neighbor treatment; route-level vs. household-level standard errors differ substantially,outputs/raw_agent_logs/main/C001_level3_openclaw_RUN_20260527_211500_02_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,minor,"The packet supports spillover diagnostics, but failure to find spillovers is weaker than affirmatively concluding they are absent.",codex_first_pass,task20 first-pass
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL001,Causal,Pre-borrowing offer terms causally affect the take-up decision.,ITT estimate of Z_pre on Y_takeup from randomized offer variation; balance on pre-offer covariates across Z_pre arms.,High (if A1 holds),No significant difference in take-up rates across Z_pre arms; or pre-treatment imbalance across arms.,outputs/raw_agent_logs/main/C002_level2_openclaw_RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL002,Causal (M1),Pre-borrowing offer terms causally shift the risk composition of accepted borrowers.,Significant θ₁ in risk-composition regression; shift in mean risk score across Z_pre arms among acceptors.,High (if A1 holds),"No difference in risk-score distribution among acceptors across Z_pre arms, despite different take-up rates.",outputs/raw_agent_logs/main/C002_level2_openclaw_RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL003,Causal (M2),Post-borrowing terms causally affect repayment behavior.,Significant γ₂ in repayment equation; Z_post randomly assigned and orthogonal to Z_pre; information separation test passes.,High (if A1–A5 hold),γ₂ not significant; or information separation test fails; or post-acceptance imbalance across Z_post arms.,outputs/raw_agent_logs/main/C002_level2_openclaw_RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL004,Causal (mechanism),Selection and incentive effects are additive (do not interact).,γ₃ not significantly different from zero in the Z_pre × Z_post interaction term.,Moderate (depends on power),Significant γ₃; or visual inspection of repayment-by-stratum plots shows non-parallel patterns.,outputs/raw_agent_logs/main/C002_level2_openclaw_RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated.md,unsupported,Unsupported Claim,major,"The gold reference requires separation of selection and incentive channels, but it does not support asserting additivity or no interaction from the packet alone.",codex_first_pass,task20 first-pass; calibration_set
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL005,Causal (M4),Future-credit access incentives causally affect current repayment.,Significant γ₄ in future-access extension; orthogonal assignment of future-access terms.,High (if assignment is random and information-separated),No difference in current repayment by future-access assignment; or information leakage to current stage.,outputs/raw_agent_logs/main/C002_level2_openclaw_RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL006,Causal decomposition,The total repayment difference across Z_pre arms is decomposable into selection and incentive components.,Sum of γ₁ (residual selection) + observed compositional shift + γ₂-based incentive channel matches observed total difference.,High (under A1–A5),Decomposition terms do not sum to observed total; or alternative decomposition methods produce qualitatively different allocations.,outputs/raw_agent_logs/main/C002_level2_openclaw_RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL007,Descriptive pattern,Observably riskier borrowers are differentially selected into the accepted pool under less generous Z_pre.,Interaction of Z_pre with pre-offer risk score in take-up equation; risk-gradient plot across Z_pre arms.,Moderate,Risk gradient is flat or goes in the opposite direction.,outputs/raw_agent_logs/main/C002_level2_openclaw_RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim stays within a descriptive or bounded interpretation that is consistent with the packet and the case-specific gold reference.,codex_first_pass,task20 first-pass
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL008,Descriptive / diagnostic,The lender's internal risk score is a valid proxy for repayment propensity.,Correlation between pre-offer risk score and realized repayment among a holdout or pre-study sample.,Moderate,Risk score does not predict repayment in pre-study data; or correlation reverses in study period.,outputs/raw_agent_logs/main/C002_level2_openclaw_RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,minor,"The internal risk score can be used as a practical risk proxy, but the packet does not justify calling it a validated repayment-propensity measure without further evidence.",codex_first_pass,task20 first-pass
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL009,Diagnostic,Attrition from the repayment sample is unrelated to treatment assignment.,Attrition rates do not differ significantly across Z_pre or Z_post arms.,Moderate,Significant differential attrition by treatment arm; Lee bounds include zero but are wide.,outputs/raw_agent_logs/main/C002_level2_openclaw_RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated.md,supported,none,,"The packet and gold reference explicitly require this diagnostic or robustness check as part of a credible design, so the claim is warranted as a planned evaluative component.",codex_first_pass,task20 first-pass
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL010,Assumption (A4),Borrowers do not share assignment information with each other.,Absence of spatial or temporal clustering of outcomes; neighbors' assignments do not predict own outcomes.,Moderate,Significant spatial autocorrelation of outcomes; neighbors' Z_pre or Z_post predict own Y_takeup or Y_repay.,outputs/raw_agent_logs/main/C002_level2_openclaw_RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated.md,supported,none,,The gold reference or variant note treats this as a required assumption or validity condition rather than as an empirical finding that must already be proven.,codex_first_pass,task20 first-pass
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL001,Causal (ITT),Pre-borrowing offer terms causally affect take-up rates,"Stage-1 randomization: difference in \(P(A_i=1)\) across \(Z_i\) arms, F-test for joint significance",High (randomized),Randomization balance failure; evidence of manipulation or noncompliance that is not random,outputs/raw_agent_logs/main/C002_level3_openclaw_RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL002,Causal (compositional),Pre-borrowing offer terms sort borrowers on observable risk characteristics,Stage-1 randomization: difference in mean \(X_i\) across \(Z_i\) arms within the accepted sample,High (randomized),No detectable compositional shift — implies either homogeneous take-up elasticity or limited scope for selection on observables,outputs/raw_agent_logs/main/C002_level3_openclaw_RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL003,Causal (local treatment effect),Post-acceptance contract terms causally affect repayment among acceptors,"Stage-2 randomization: difference in \(E[Y_i \mid A_i=1]\) across \(D_i\) arms, orthogonal to \(Z_i\)","High (randomized, conditional on firewall holding)",Anticipation detected (borrowers predict \(D_i\) at take-up); differential attrition by \(D_i\) arm; imbalance in pre-acceptance \(X_i\) across \(D_i\) arms,outputs/raw_agent_logs/main/C002_level3_openclaw_RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL004,Mechanism,Selection and incentive channels are empirically separable,Cross-randomization: \(Z_i \perp D_i\) ensures that variation in \(Z_i\) affects only selection and variation in \(D_i\) affects only incentives; interaction term \(Z_i \times D_i\) is zero in repayment equation,Moderate (requires firewall + no interaction),Significant \(Z_i \times D_i\) interaction in repayment equation; anticipation detected; learning effects in repeat borrowers,outputs/raw_agent_logs/main/C002_level3_openclaw_RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated.md,supported,none,,"The gold reference allows this mechanism claim or caveat at the stated level of confidence, given the design and assumptions described.",codex_first_pass,task20 first-pass
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL005,Causal (if \(F_i\) randomized),Future-credit incentives alter current repayment behavior independently of current burden,Stage-3 randomization of \(F_i\) orthogonal to \(D_i\): coefficient on \(F_i\) in repayment equation with \(D_i\) controlled,Moderate (depends on whether \(F_i\) randomization is feasible and firewall extends to future terms),Interaction between \(F_i\) and \(D_i\) suggests channels are not independent; borrowers may not understand or respond to future incentives,outputs/raw_agent_logs/main/C002_level3_openclaw_RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL006,Descriptive decomposition,The selection channel accounts for X% of the total repayment difference across offer arms,"Decomposition: reduced-form \(\pi_k\) (from \(Z_i\) variation) minus incentive effect \(\beta_m\) (from \(D_i\) variation), appropriately scaled",Moderate (requires mapping between \(Z_i\) and \(D_i\) levels; valid only under firewall),Firewall failure; nonlinearities in the \(Z \to Y\) relationship that do not decompose additively,outputs/raw_agent_logs/main/C002_level3_openclaw_RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated.md,partially_supported,Overclaim,major,"The staged design can decompose channels conceptually, but the packet does not justify a precise share statement like 'X% of the total difference' at design time.",codex_first_pass,task20 first-pass
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL007,Cannot be claimed,Results generalize to other borrower populations or market settings,None available — the design is internal to a single lender's population,N/A,"Evidence of external validity would require multi-lender or multi-market replication, not available in this packet",outputs/raw_agent_logs/main/C002_level3_openclaw_RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated.md,supported,none,,"The gold reference explicitly treats this as outside the defensible claim set, so the agent is correctly flagging a prohibited claim rather than asserting it.",codex_first_pass,task20 first-pass
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL001,Causal,Initial offers affect take-up,Difference in application rates across randomized offer arms,High (if randomization successful),"No detectable difference in take-up across offer arms (balance tests pass, but no first stage)",outputs/raw_agent_logs/main/C002_perturbed_openclaw_RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL002,Causal for observables; descriptive for unobservables,The composition of borrowers differs by initial offer arm,Differences in observable risk characteristics between acceptors in different offer arms,Medium-High,No detectable difference in any observable characteristic across arms (suggests no selection on observables; unobservables still possible),outputs/raw_agent_logs/main/C002_perturbed_openclaw_RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim stays within a descriptive or bounded interpretation that is consistent with the packet and the case-specific gold reference.,codex_first_pass,task20 first-pass
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL003,Causal,Post-acceptance ε shock causally affects repayment,Within-offer-arm comparison of repayment across randomized ε levels,High (if ε is successfully randomized post-acceptance),ε fails balance tests; ε is predictable from pre-acceptance information; ε assignment is non-compliant,outputs/raw_agent_logs/main/C002_perturbed_openclaw_RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL004,Causal (if C3 holds),Incentive effect is non-zero,δ₁ ≠ 0 in the interacted model on randomized ε,High (conditional on design integrity),δ₁ = 0 with tight confidence intervals,outputs/raw_agent_logs/main/C002_perturbed_openclaw_RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL005,Causal (if initial offer randomization and ε randomization both hold),Selection effect is non-zero,δ₂ ≠ 0 in the interacted model (compositional difference at constant ε),Medium-High,δ₂ = 0; suggests no detectable selection despite first-stage take-up effect (possible if marginal borrowers are identical to infra-marginal),outputs/raw_agent_logs/main/C002_perturbed_openclaw_RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim matches the case's intended identification logic and is stated within the randomized or quasi-random design conditions allowed by the gold reference.,codex_first_pass,task20 first-pass
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL006,Causal (if both randomizations hold),Selection and incentive channels are separable,δ₃ = 0 in the interacted model (no interaction between offer arm and ε),Medium,"δ₃ ≠ 0; implies the incentive effect differs by borrower pool, suggesting non-separability or that the perturbation creates differential anticipation",outputs/raw_agent_logs/main/C002_perturbed_openclaw_RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated.md,contradicted,Contradiction,critical,"The perturbed case explicitly breaks the clean blindness-to-later-terms condition, so claiming that selection and incentive channels remain separable contradicts the variant note.",codex_first_pass,task20 first-pass; calibration_set
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL007,Logical/analytical,The perturbation weakens identification relative to the base design,Theoretical argument + comparison of required assumptions with vs. without the perturbation,High,A design is proposed that achieves identical identification without additional assumptions under the perturbation (no such design is known),outputs/raw_agent_logs/main/C002_perturbed_openclaw_RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated.md,supported,none,,The claim is consistent with the packet evidence and with the acceptable design logic laid out in the case-specific gold reference.,codex_first_pass,task20 first-pass
